ENTREGUE                                          ;350823;Via Varejo                                        ;Casas Bahia                                       ;1;0;385.9;385.9;Micro System Boombox Philco PBO140BT USB Bluetooth Preto - Bivolt;Correios;28/11/2019 01:11:00;16/12/2019 11:05:18
DESPACHADO                                        ;346533;Carrefour                                         ;Carrefour                                         ;1;0;483.89;483.89;Som Portátil Philco PH229N MP3 Entrada USB e Slot Cartão;JadLog;10/06/2020 04:56:55;23/06/2020 05:41:49
DESPACHADO                                        ;351455;Cissa Magazine                                    ;Cissa Magazine                                    ;1;0;274.38;291.89;Prancha Alisadora Taiff Red Íon 200ºC Preto - Bivolt;Correios;10/06/2020 05:11:54;19/06/2020 08:53:15
DESPACHADO                                        ;352374;Magazine Luiza                                    ;Magazine Luiza                                    ;1;40.04;487.89;487.89;Depurador Slim Philco PDR60P 3 Velocidades 60cm Preto - 110V;JadLog;10/06/2020 05:09:59;10/06/2020 05:28:08
DESPACHADO                                        ;352691;Magazine Luiza                                    ;Magazine Luiza                                    ;1;86.63;230.89;230.89;Máquina de Cortar Cabelo Gama Italy Barber Style GM593 - 110V;Correios;10/06/2020 06:13:49;10/06/2020 06:51:19
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;10/06/2020 06:53:41;18/06/2020 12:38:32
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;42.42;318.89;318.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;10/06/2020 09:10:03;10/06/2020 09:23:07
DESPACHADO                                        ;349834;Via Varejo                                        ;Casas Bahia                                       ;1;0;328.79;328.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;10/06/2020 09:57:00;13/06/2020 10:14:35
DESPACHADO                                        ;351633;Carrefour                                         ;Carrefour                                         ;1;0;1193.89;1193.89;Kit máquina de Corte Wahl Magic Clip e Detailer - 110V;JadLog;10/06/2020 10:36:20;23/06/2020 09:02:39
DESPACHADO                                        ;349834;B2W Nova API                                      ;Submarino                                         ;1;0;319.79;319.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;10/06/2020 10:36:24;18/06/2020 12:38:05
CANCELADO                                         ;352628;Web Continental                                   ;Web Continental                                   ;1;30.89;359.79;359.79;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 110V;Transportadora;11/06/2020 04:32:37;
CANCELADO                                         ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.73;320.89;320.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;11/06/2020 11:06:01;
DESPACHADO                                        ;346824;Magazine Luiza                                    ;Magazine Luiza                                    ;1;99.2;1369.89;1369.89;Forno Elétrico de Embutir Philco 46 Litros Multifunções 2 Resistências 1500W - 110V;Jamef;11/06/2020 11:41:02;16/06/2020 05:52:54
DESPACHADO                                        ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;38.87;321.79;321.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;11/06/2020 12:06:41;12/06/2020 03:28:24
DESPACHADO                                        ;352440;Magento                                           ;Magento                                           ;1;0;742.34;806.89;Kit Máquina de corte Wahl Magic Clip e Hero - 220V;Rapidao Cometa;11/06/2020 01:04:57;23/06/2020 09:01:13
DESPACHADO                                        ;346044;Carrefour                                         ;Carrefour                                         ;1;0;233.89;233.89;Whisky Importado Tennessee Honey Jack Daniels - 1L;JadLog;11/06/2020 12:47:18;18/06/2020 12:39:46
DESPACHADO                                        ;352282;Via Varejo                                        ;Casas Bahia                                       ;1;0;488.79;488.79;Forno Elétrico Philco PFE38P 38L 1500W Função Dourar - 110V;JadLog;11/06/2020 02:21:00;13/06/2020 10:16:03
CANCELADO                                         ;350810;Via Varejo                                        ;Casas Bahia                                       ;1;84.9;2412.79;2412.79;Smartphone Samsung Galaxy J8 4GB 16MP Dual Chip Android 8.0 64GB 60" - Violeta;Correios;11/06/2020 02:38:00;
CANCELADO                                         ;346881;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.84;847.89;847.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;11/06/2020 04:09:08;
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;309.5;325.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;11/06/2020 04:48:32;18/06/2020 12:28:26
CANCELADO                                         ;352439;Web Continental                                   ;Web Continental                                   ;1;70;1428.79;1428.79;Multifuncional HP Jato De Tinta Smart Tank 517 - Bivolt;Transportadora;11/06/2020 04:29:18;
DESPACHADO                                        ;351721;Carrefour                                         ;Carrefour                                         ;3;0;329.67;109.89;Vodka Importada Absolut Natural - 1L;JadLog;11/06/2020 05:06:49;18/06/2020 12:43:40
CANCELADO                                         ;347217;Magazine Luiza                                    ;Magazine Luiza                                    ;1;37.38;27.79;27.79;Antena Digital Indusat AI-920I Interna Portatil;JadLog;11/06/2020 05:11:19;
DESPACHADO                                        ;346920;Via Varejo                                        ;Casas Bahia                                       ;1;0;46.89;46.89;Suporte de Parede ELG Genius para TVs Plasma LCD LED de 14" a 84";JadLog;11/06/2020 05:58:00;22/06/2020 09:10:48
CANCELADO                                         ;352421;B2W Nova API                                      ;Lojas Americanas                                  ;1;10.99;81.89;81.89;Fone de Ouvido Samsung In Ear Fit - Vermelho;Correios;11/06/2020 05:58:33;11/06/2020 06:11:34
DESPACHADO                                        ;350356;Carrefour                                         ;Carrefour                                         ;1;0;945.89;945.89;Headphone JBL Duet NC Bluetooth - Preto;JadLog;11/06/2020 08:08:16;23/06/2020 09:00:35
CANCELADO                                         ;350078;Via Varejo                                        ;Casas Bahia                                       ;1;68.05;1880.89;1880.89;Smart TV LED 32" LG 32LK615BPSB HD Wi-fi 2 USB 2 HDMI WebOS 4.0 Time Machine;JadLog;11/06/2020 09:03:00;
DESPACHADO                                        ;348458;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;39.79;39.79;Sandália Havaianas Brasil Cinza Aco 41/42;JadLog;11/06/2020 11:21:57;19/06/2020 08:51:32
CANCELADO                                         ;352663;Via Varejo                                        ;Ponto Frio                                        ;1;59.14;402.79;402.79;Furadeira/Parafusadeira GSR 7-14E Bosch 400W + Bolsa Porta Tênis Exclusiva Martins 65 Anos - 110V;Rapidao Cometa;12/06/2020 07:26:00;
DESPACHADO                                        ;350788;B2W Nova API                                      ;Lojas Americanas                                  ;1;68.27;4166.89;4166.89;Notebook Samsung Essentials E30 NP350XAA-KF2BR Core i3-7020U 4GB 1TB Tela Full HD 15.6” Windows;JadLog;12/06/2020 09:30:19;12/06/2020 09:46:44
DESPACHADO                                        ;350556;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;1269.95;1336.79;DVD Player Automotivo Pioneer AVH-G218BT 2 DIN 62" WVGA Bluetooth Entrada Auxiliar USB;JadLog;12/06/2020 09:52:17;18/06/2020 08:58:11
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;12/06/2020 09:53:01;18/06/2020 08:57:37
CANCELADO                                         ;352753;Zoom                                              ;Zoom                                              ;1;36.81;252.79;252.79;Caixa de Som TCL BS16 Bluetooth USB A prova d'água 16W RMS Hands Free - Vermelho;Correios;12/06/2020 09:45:29;12/06/2020 10:25:03
DESPACHADO                                        ;350352;Magazine Luiza                                    ;Magazine Luiza                                    ;1;72.19;561.89;561.89;Climatizador de Ar Portátil Cadence Breeze 506 CLI506 reservatório 5.3L 3 Vel 2 Funções - 220V;Rapidao Cometa;12/06/2020 11:20:08;12/06/2020 11:46:16
DESPACHADO                                        ;349834;Via Varejo                                        ;Casas Bahia                                       ;1;0;339.79;339.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;12/06/2020 02:27:00;13/06/2020 10:18:47
DESPACHADO                                        ;349834;B2W Nova API                                      ;Submarino                                         ;1;0;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;12/06/2020 01:51:45;18/06/2020 08:56:49
CANCELADO                                         ;352713;Via Varejo                                        ;Casas Bahia                                       ;1;184.23;2214.79;2214.79;Caixa Acústica Philco PCX20000 Bluetooth Rádio FM USB 1800W RMS - Bivolt;JadLog;12/06/2020 05:00:00;
DESPACHADO                                        ;349329;Carrefour                                         ;Carrefour                                         ;1;0;185.79;185.79;Liquidificador Mondial L-900 5 Vel + Pulsar 900W Vermelho - 110V;JadLog;12/06/2020 07:05:02;19/06/2020 08:50:44
DESPACHADO                                        ;349521;Via Varejo                                        ;Casas Bahia                                       ;1;0;210.89;210.89;Kit Prancha + Secador Philco Travel Shine Rosa - Bivolt;JadLog;12/06/2020 10:40:00;13/06/2020 10:20:16
DESPACHADO                                        ;346881;Magazine Luiza                                    ;Magazine Luiza                                    ;1;71.21;847.89;847.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;Rapidao Cometa;12/06/2020 08:34:57;13/06/2020 07:47:18
DESPACHADO                                        ;350055;Magazine Luiza                                    ;Magazine Luiza                                    ;1;38.26;646.89;646.89;Multifatiador Britânia Lâmina em Aço Inox 150W - 110V;JadLog;13/06/2020 10:11:49;13/06/2020 10:20:49
